ID,Symbol,Side,Entry Price,Exit Price,Quantity,PnL,PnL %,Entry Time,Exit Time,Duration (min),Exit Reason
1,BTCUSDT,SELL,42428.5,42414,0.0011784531623790612,0.017087570854496387,0.0017087570854496385,2024-01-01T00:30:00.000Z,2024-01-01T00:36:00.000Z,6,TIME_EXIT
